family,model,n_seeds,n_test,roc_auc,roc_auc_std,fpr,tpr,tpr_std
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.42,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.43,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.44,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.45,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.46,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.47000000000000003,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.48,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.49,0.999,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.5,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.51,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.52,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.53,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.54,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.55,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.56,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.5700000000000001,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.58,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.59,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.6,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.61,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.62,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.63,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.64,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.65,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.66,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.67,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.68,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.6900000000000001,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.7000000000000001,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.71,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.72,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.73,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.74,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.75,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.76,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.77,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.78,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.79,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.8,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.81,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.8200000000000001,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.8300000000000001,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.84,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.85,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.86,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.87,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.88,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.89,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.9,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.91,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.92,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.93,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.9400000000000001,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.9500000000000001,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.96,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.97,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.98,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,0.99,1.0,0.0
svm,photonic_hybrid_svm_angle,1,2000,0.996683,0.0,1.0,1.0,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.0,0.0,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.01,0.987,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.02,0.998,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.03,0.998,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.04,0.998,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.05,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.06,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.07,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.08,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.09,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.1,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.11,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.12,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.13,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.14,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.15,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.16,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.17,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.18,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.19,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.2,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.21,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.22,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.23,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.24,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.25,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.26,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.27,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.28,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.29,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.3,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.31,0.999,0.0
svm,photonic_hybrid_svm_amplitude,1,2000,0.996317,0.0,0.32,0.999,0.0
