experiment,artifact,dataset,family,model,seeds,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1_score,f1_score_std,roc_auc,roc_auc_std,train_time_s,train_time_std_s,predict_time_s,predict_time_std_s,n_train,n_test,n_features,n_qubits
FAST_MODELS,fast_models_ids2012,ids2012,svm,svm_classical,3,0.9873333333333334,0.0023213980461973737,0.9844502116148716,0.004517575152555554,0.9903333333333334,0.0023570226039551605,0.9873750817976455,0.0022923666590105706,0.9935003333333334,0.0018138762055026837,0.27394876966718584,0.03137695271435165,0.06730090233274193,0.0027235944944693255,14906,2000,10,
FAST_MODELS,fast_models_ids2012,ids2012,svm,state_svm_angle,3,0.9851666666666666,0.001178511301977554,0.9798887072636379,0.0004252827895127101,0.9906666666666667,0.0026246692913372725,0.9852461221181846,0.0011940151288624813,0.9918306666666666,0.0012471424225894475,10.376597832332967,0.2620744069246189,1.5583078226700309,0.024570419886854024,14906,2000,10,10
FAST_MODELS,fast_models_ids2012,ids2012,svm,state_svm_amplitude,3,0.9621666666666666,0.005948856099191614,0.9483443209258248,0.008745012301666832,0.9776666666666666,0.006342099196813489,0.9627552167505687,0.005784160886018779,0.9558086666666666,0.008135411250958482,3.596036690665642,0.09354687247563669,0.5365648163327327,0.03200090922983514,14906,2000,10,4
FAST_MODELS,fast_models_ids2012,ids2012,svm,hybrid_svm_angle,3,0.9848333333333334,0.0013123346456686458,0.9792429813231912,0.0007824464109187045,0.9906666666666667,0.0026246692913372725,0.9849197228454266,0.0013238705012289036,0.9920546666666666,0.0015780266861565185,5.627831645668873,0.7138822477413358,0.6996967586674145,0.004745599514238464,14906,2000,10,10
FAST_MODELS,fast_models_ids2012,ids2012,svm,hybrid_svm_amplitude,3,0.9498333333333333,0.01654455264497115,0.9418794827527961,0.005021933830291058,0.959,0.038262252939417964,0.9499126087888011,0.01772893085302047,0.976387,0.004415633363403273,4.4788490076631815,0.2825968065944136,0.6743816786644553,0.030165544214002946,14906,2000,10,4
FAST_MODELS,fast_models_ids2012,ids2012,svm,photonic_hybrid_svm_angle,3,0.9908333333333333,0.0013123346456686458,0.9887154532780982,0.0012432315684258411,0.993,0.0014142135623730963,0.9908530403863928,0.0013104329770240008,0.9942376666666667,0.00041009944593417796,0.8205358430010771,0.22752818882792095,0.14106822466419544,0.0033013724044538943,14906,2000,120,
FAST_MODELS,fast_models_ids2012,ids2012,svm,photonic_hybrid_svm_amplitude,3,0.9888333333333333,0.000849836585598791,0.9864023079089699,0.0012304327651242563,0.9913333333333334,0.0004714045207910321,0.9888615102357035,0.0008434903820254847,0.9945243333333335,0.002081807120962141,0.38731356466693495,0.025889748167404622,0.07224269100212648,0.0016474257917527555,14906,2000,10,
FAST_MODELS,fast_models_ids2012,ids2012,svm,photonic_state_svm_angle,3,0.9851666666666666,0.0015456030825826347,0.9792571896987057,0.0007658613417053313,0.9913333333333334,0.003299831645537225,0.9852550036451467,0.0015617143877116172,0.9942203333333334,0.0011801723979525055,2.1672228630025834,0.09412164281602603,0.37994523800201324,0.035091825902483685,14906,2000,10,
FAST_MODELS,fast_models_ids2012,ids2012,knn,knn_classical,3,0.9936666666666668,0.0010274023338281396,0.9917070802887252,0.002463202872086554,0.9956666666666667,0.0004714045207910321,0.9936807893072501,0.0010166244471550906,0.9957338333333334,0.0012498920842306217,0.011018310331564862,3.6049382937886994e-05,0.08406815199850826,0.0017624566511182304,14906,2000,10,
FAST_MODELS,fast_models_ids2012,ids2012,knn,state_knn_angle,3,0.9925,0.0012247448713915902,0.9910301652088647,0.0016123269282544296,0.9940000000000001,0.0021602468994692888,0.9925107194524779,0.0012247803065798212,0.9957064999999999,0.0006222752606363388,2.6709053910017246,0.025222959090370076,2.05296223500045,0.1088397100133381,14906,2000,10,10
FAST_MODELS,fast_models_ids2012,ids2012,knn,state_knn_amplitude,3,0.9923333333333334,0.0010274023338281877,0.9903783115472203,0.0018489918350554342,0.9943333333333334,0.0026246692913372725,0.9923477770535257,0.001030536257813188,0.9955295,0.00046182807046202376,1.9576742690017757,0.014177931696595347,1.0064153123336534,0.003433333962760619,14906,2000,10,4
FAST_MODELS,fast_models_ids2012,ids2012,knn,hybrid_knn_angle,3,0.993,0.0010801234497346273,0.9900642016739436,0.0021233154108408554,0.996,0.0,0.9930220880567687,0.0010686936173382104,0.9955303333333334,0.0004662448093246526,4.803443094000007,0.47843341797539757,0.7351155563325543,0.030978904861215267,14906,2000,10,10
FAST_MODELS,fast_models_ids2012,ids2012,knn,hybrid_knn_amplitude,3,0.9925,0.0010801234497346615,0.9884404710399101,0.0025628684382004788,0.9966666666666667,0.0024944382578492965,0.9925312487583101,0.0010735463621691721,0.9955999999999999,0.00019900251254691175,2.6723803333297838,0.12342623815636937,0.43208152499816305,0.02034328243687675,14906,2000,10,4
